lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,diem_danh_gia,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut
3199.0,338,15,2025-06-04,2025-07-01,1.0,Hơi chán,Bỏ dở,31.0,Negative,5855.0,247.0,698.0
3200.0,339,54,2025-08-25,2025-09-07,1.0,Hơi chán,Chưa bắt đầu,0.0,Negative,5856.0,0.0,0.0
3201.0,339,21,2025-05-29,2025-06-11,4.0,Đáng đọc,Đã đọc xong,99.0,Positive,5857.0,425.0,651.0
3202.0,339,50,2024-08-24,2024-09-13,4.0,Rất hay,Đang đọc,75.0,Positive,5858.0,252.0,556.0
3203.0,339,92,2025-06-29,2025-07-21,1.0,Không phù hợp với mình,Bỏ dở,50.0,Negative,5859.0,406.0,677.0
3204.0,339,96,2025-05-06,2025-05-12,5.0,Đáng đọc,Đang đọc,55.0,Positive,5860.0,490.0,1307.0
3205.0,339,83,2025-07-01,2025-07-30,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,96.0,Positive,5861.0,833.0,1563.0
3206.0,339,7,2025-07-22,2025-08-18,5.0,Tuyệt vời,Đã đọc xong,96.0,Positive,5862.0,433.0,675.0
3207.0,339,97,2025-05-10,2025-05-30,2.0,Ổn áp,Chưa bắt đầu,0.0,Negative,5863.0,0.0,0.0
3208.0,339,69,2025-09-20,2025-10-04,3.0,Đọc được,Bỏ dở,34.0,Positive,5864.0,300.0,526.0
3209.0,339,38,2024-11-25,2024-12-19,2.0,Không như kỳ vọng,Chưa bắt đầu,3.0,Negative,5865.0,17.0,47.0
3210.0,339,14,2024-09-13,2024-09-21,4.0,Rất hay,Chưa bắt đầu,1.0,Positive,5866.0,7.0,18.0
3211.0,339,79,2025-04-04,2025-04-26,3.0,Đáng tham khảo,Bỏ dở,29.0,Negative,5867.0,158.0,298.0
3212.0,339,87,2025-07-03,2025-07-06,5.0,Recommend cho mọi người,Đã đọc xong,98.0,Positive,5868.0,731.0,1169.0
3213.0,339,41,2025-12-01,2025-12-26,5.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,5869.0,310.0,789.0
3214.0,339,86,2024-07-30,2024-08-04,2.0,Hơi khó đọc,Đã đọc xong,100.0,Negative,5870.0,877.0,2492.0
3215.0,339,64,2024-08-02,2024-08-17,5.0,Tuyệt vời,Đã đọc xong,98.0,Positive,5871.0,235.0,422.0
3216.0,340,88,2025-03-15,2025-04-14,5.0,Tuyệt vời,Đã đọc xong,100.0,Positive,5872.0,582.0,1377.0
3217.0,340,71,2025-03-18,2025-04-07,1.0,Không như kỳ vọng,Chưa bắt đầu,8.0,Negative,5873.0,69.0,105.0
3218.0,340,35,2025-03-25,2025-03-31,1.0,Không hay lắm,Bỏ dở,43.0,Negative,5874.0,247.0,487.0
3219.0,340,21,2025-02-16,2025-02-20,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,5875.0,417.0,923.0
3220.0,341,98,2025-07-22,2025-08-15,3.0,Có vài điểm hay,Chưa bắt đầu,9.0,Positive,5876.0,39.0,90.0
3221.0,341,77,2025-06-16,2025-06-19,4.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,5877.0,658.0,1887.0
3222.0,341,56,2025-09-08,2025-09-19,2.0,Hơi khó đọc,Bỏ dở,14.0,Negative,5878.0,29.0,80.0
3223.0,341,96,2025-06-24,2025-07-07,3.0,Đọc được,Đang đọc,55.0,Negative,5879.0,490.0,835.0
3224.0,341,44,2025-12-07,2025-12-12,3.0,Tạm ổn,Chưa bắt đầu,7.0,Positive,5880.0,15.0,27.0
3225.0,341,58,2025-08-27,2025-09-23,1.0,Bình thường,Đang đọc,52.0,Negative,5881.0,308.0,629.0
3226.0,341,38,2025-07-02,2025-07-17,1.0,Không phù hợp với mình,Chưa bắt đầu,10.0,Negative,5882.0,57.0,99.0
3227.0,342,57,2024-04-13,2024-04-18,4.0,Tuyệt vời,Đang đọc,21.0,Positive,5883.0,175.0,278.0
3228.0,342,3,2024-09-06,2024-09-23,5.0,Hay hơn mong đợi,Đã đọc xong,98.0,Positive,5884.0,445.0,1022.0
3229.0,342,21,2025-01-28,2025-02-24,5.0,Tuyệt vời,Đã đọc xong,100.0,Positive,5885.0,430.0,708.0
3230.0,342,45,2024-03-03,2024-03-15,1.0,Nội dung yếu,Chưa bắt đầu,8.0,Negative,5886.0,49.0,138.0
3231.0,342,63,2024-02-10,2024-03-10,4.0,Recommend cho mọi người,Đã đọc xong,97.0,Positive,5887.0,378.0,967.0
3232.0,342,55,2025-02-28,2025-03-08,4.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,5888.0,618.0,1167.0
3233.0,342,42,2025-05-21,2025-06-05,1.0,Không phù hợp với mình,Bỏ dở,30.0,Negative,5889.0,146.0,259.0
3234.0,342,62,2024-09-22,2024-10-21,3.0,Có vài điểm hay,Đã đọc xong,95.0,Negative,5890.0,635.0,1082.0
3235.0,342,67,2024-07-12,2024-08-04,2.0,Nội dung yếu,Chưa bắt đầu,10.0,Negative,5891.0,72.0,159.0
3236.0,342,20,2023-06-21,2023-07-21,3.0,Ổn,Chưa bắt đầu,3.0,Positive,5892.0,23.0,67.0
3237.0,342,6,2024-05-27,2024-06-14,3.0,Tạm ổn,Đang đọc,28.0,Neutral,5893.0,231.0,421.0
3238.0,343,62,2022-08-25,2022-09-22,5.0,Tuyệt vời,Đã đọc xong,99.0,Positive,5894.0,662.0,1168.0
3239.0,343,99,2024-05-10,2024-06-06,3.0,Đọc được,Đã đọc xong,96.0,Negative,5895.0,148.0,374.0
3240.0,343,71,2025-11-12,2025-12-09,4.0,Đáng đọc,Đã đọc xong,96.0,Positive,5896.0,833.0,2445.0
3241.0,343,67,2024-04-25,2024-05-17,3.0,Có vài điểm hay,Chưa bắt đầu,6.0,Positive,5897.0,43.0,76.0
3242.0,343,84,2024-04-13,2024-04-29,4.0,Hay hơn mong đợi,Đang đọc,67.0,Positive,5898.0,237.0,533.0
3243.0,343,7,2024-05-19,2024-06-02,5.0,Rất hay,Đã đọc xong,98.0,Positive,5899.0,442.0,822.0
3244.0,343,59,2025-06-08,2025-06-19,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,96.0,Positive,5900.0,289.0,758.0
3245.0,343,92,2023-03-18,2023-04-04,1.0,Nội dung yếu,Bỏ dở,16.0,Negative,5901.0,129.0,227.0
3246.0,343,95,2023-04-22,2023-05-10,5.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,5902.0,758.0,1877.0
3247.0,344,61,2024-12-15,2024-12-23,2.0,Hơi chán,Bỏ dở,39.0,Negative,5903.0,88.0,170.0
3248.0,344,84,2025-09-05,2025-09-20,1.0,Bình thường,Đang đọc,34.0,Negative,5904.0,120.0,211.0
3249.0,344,19,2024-06-03,2024-07-02,1.0,Không như kỳ vọng,Đang đọc,57.0,Negative,5905.0,269.0,639.0
3250.0,344,69,2024-08-19,2024-08-27,5.0,Rất hay,Đã đọc xong,96.0,Positive,5906.0,847.0,1392.0
3251.0,344,16,2024-11-16,2024-11-24,2.0,Hơi chán,Bỏ dở,22.0,Negative,5907.0,76.0,120.0
3252.0,344,25,2025-08-30,2025-09-02,4.0,Rất hay,Chưa bắt đầu,7.0,Positive,5908.0,11.0,31.0
3253.0,344,9,2024-05-10,2024-05-25,1.0,Bình thường,Chưa bắt đầu,7.0,Negative,5909.0,62.0,156.0
3254.0,345,42,2023-01-24,2023-02-09,3.0,Đáng tham khảo,Chưa bắt đầu,2.0,Negative,5910.0,9.0,21.0
3255.0,345,79,2022-08-30,2022-09-29,5.0,Nội dung sâu sắc,Chưa bắt đầu,2.0,Positive,5911.0,10.0,26.0
3256.0,345,29,2024-06-16,2024-06-26,5.0,Tuyệt vời,Chưa bắt đầu,0.0,Positive,5912.0,0.0,0.0
3257.0,345,30,2022-03-18,2022-04-13,4.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,5913.0,331.0,933.0
3258.0,346,97,2024-10-05,2024-10-13,4.0,Tuyệt vời,Chưa bắt đầu,1.0,Positive,5914.0,3.0,6.0
3259.0,346,82,2024-08-25,2024-09-06,4.0,Rất hay,Chưa bắt đầu,9.0,Positive,5915.0,51.0,86.0
3260.0,346,74,2025-09-21,2025-10-16,3.0,Đáng tham khảo,Đang đọc,45.0,Positive,5916.0,155.0,433.0
3261.0,346,45,2025-05-15,2025-05-29,4.0,Nội dung sâu sắc,Chưa bắt đầu,9.0,Positive,5917.0,55.0,133.0
3262.0,346,15,2025-07-25,2025-07-28,5.0,Đọc một lần là nhớ mãi,Đang đọc,20.0,Positive,5918.0,159.0,310.0
3263.0,346,93,2024-07-10,2024-07-26,2.0,Không hay lắm,Bỏ dở,28.0,Negative,5919.0,151.0,264.0
3264.0,346,81,2024-07-18,2024-08-11,3.0,Ổn,Bỏ dở,11.0,Positive,5920.0,61.0,95.0
3265.0,346,31,2025-01-14,2025-02-10,5.0,Nội dung sâu sắc,Đã đọc xong,97.0,Positive,5921.0,371.0,1047.0
3266.0,346,98,2025-03-08,2025-03-30,4.0,Rất hay,Đã đọc xong,97.0,Positive,5922.0,421.0,1000.0
3267.0,346,18,2025-01-01,2025-01-09,4.0,Cực kỳ cuốn hút,Đã đọc xong,96.0,Positive,5923.0,480.0,724.0
3268.0,346,63,2024-12-26,2025-01-05,3.0,Có vài điểm hay,Đã đọc xong,95.0,Negative,5924.0,370.0,745.0
3269.0,346,23,2024-09-06,2024-09-12,2.0,Ổn áp,Bỏ dở,19.0,Negative,5925.0,111.0,221.0
3270.0,346,67,2024-08-11,2024-08-21,5.0,Nội dung sâu sắc,Chưa bắt đầu,9.0,Positive,5926.0,65.0,165.0
3271.0,346,26,2025-02-06,2025-02-28,3.0,Có vài điểm hay,Đã đọc xong,96.0,Positive,5927.0,825.0,2289.0
3272.0,347,24,2025-09-21,2025-10-14,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,5928.0,862.0,2266.0
3273.0,347,79,2025-05-30,2025-06-07,4.0,Recommend cho mọi người,Chưa bắt đầu,0.0,Positive,5929.0,0.0,0.0
3274.0,347,58,2025-08-15,2025-08-28,5.0,Cực kỳ cuốn hút,Chưa bắt đầu,9.0,Positive,5930.0,53.0,155.0
3275.0,347,17,2025-06-06,2025-06-13,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,5931.0,561.0,1246.0
3276.0,347,1,2025-07-25,2025-08-15,3.0,Đáng tham khảo,Đã đọc xong,96.0,Positive,5932.0,391.0,693.0
3277.0,347,72,2025-11-21,2025-12-21,5.0,Hay hơn mong đợi,Đã đọc xong,95.0,Positive,5933.0,839.0,1688.0
3278.0,347,4,2025-11-26,2025-12-02,4.0,Hay hơn mong đợi,Đang đọc,31.0,Positive,5934.0,134.0,216.0
3279.0,347,48,2025-07-04,2025-07-10,4.0,Cực kỳ cuốn hút,Đang đọc,34.0,Positive,5935.0,98.0,285.0
3280.0,347,76,2025-12-11,2025-12-22,5.0,Đọc một lần là nhớ mãi,Đang đọc,29.0,Positive,5936.0,238.0,446.0
3281.0,347,99,2025-06-02,2025-06-09,2.0,Hơi chán,Bỏ dở,44.0,Negative,5937.0,68.0,147.0
3282.0,347,98,2025-11-19,2025-11-29,4.0,Nội dung sâu sắc,Đã đọc xong,99.0,Positive,5938.0,430.0,848.0
3283.0,348,40,2025-04-14,2025-04-19,5.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,5939.0,402.0,608.0
3284.0,348,10,2025-04-08,2025-04-19,4.0,Đáng đọc,Đã đọc xong,96.0,Positive,5940.0,642.0,1251.0
3285.0,348,29,2025-03-16,2025-04-04,5.0,Hay hơn mong đợi,Chưa bắt đầu,7.0,Positive,5941.0,41.0,100.0
3286.0,348,25,2025-07-02,2025-07-19,2.0,Ổn áp,Bỏ dở,13.0,Negative,5942.0,21.0,58.0
3287.0,348,96,2025-05-08,2025-05-13,3.0,Có vài điểm hay,Đang đọc,35.0,Neutral,5943.0,312.0,795.0
3288.0,349,16,2024-11-19,2024-12-12,2.0,Không như kỳ vọng,Đã đọc xong,99.0,Negative,5944.0,345.0,973.0
3289.0,349,82,2025-08-17,2025-08-25,4.0,Recommend cho mọi người,Đang đọc,55.0,Positive,5945.0,314.0,515.0
3290.0,349,25,2025-12-13,2025-12-31,3.0,Ổn,Chưa bắt đầu,2.0,Negative,5946.0,3.0,7.0
3291.0,349,1,2024-09-19,2024-09-30,4.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,5947.0,403.0,1048.0
3292.0,349,43,2024-12-28,2025-01-06,2.0,Bình thường,Chưa bắt đầu,8.0,Negative,5948.0,58.0,147.0
3293.0,349,76,2025-06-30,2025-07-28,2.0,Không hay lắm,Đang đọc,45.0,Negative,5949.0,370.0,965.0
3294.0,349,68,2024-04-01,2024-04-16,5.0,Cực kỳ cuốn hút,Đang đọc,62.0,Positive,5950.0,127.0,259.0
3295.0,349,70,2024-02-10,2024-03-11,3.0,Đọc được,Bỏ dở,25.0,Negative,5951.0,206.0,551.0
3296.0,349,6,2024-08-08,2024-08-16,2.0,Bình thường,Đang đọc,31.0,Negative,5952.0,256.0,387.0
3297.0,349,62,2023-10-20,2023-11-09,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,100.0,Positive,5953.0,669.0,1172.0
3298.0,350,64,2025-09-25,2025-10-22,4.0,Đáng đọc,Đã đọc xong,96.0,Positive,5954.0,230.0,638.0
3299.0,350,25,2023-05-20,2023-06-17,2.0,Nội dung yếu,Đã đọc xong,97.0,Negative,5955.0,162.0,387.0
3300.0,350,77,2022-07-04,2022-07-26,2.0,Nội dung yếu,Bỏ dở,31.0,Negative,5956.0,214.0,587.0
3301.0,350,59,2024-12-01,2024-12-05,3.0,Đọc được,Đã đọc xong,98.0,Negative,5957.0,295.0,868.0
3302.0,350,27,2024-06-15,2024-07-01,3.0,Đọc được,Đã đọc xong,95.0,Negative,5958.0,714.0,1091.0
3303.0,351,82,2025-08-09,2025-09-05,4.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,5959.0,566.0,1101.0
3304.0,351,10,2025-11-12,2025-11-17,4.0,Rất hay,Đã đọc xong,99.0,Positive,5960.0,662.0,1682.0
3305.0,351,7,2025-09-28,2025-10-01,4.0,Hay hơn mong đợi,Chưa bắt đầu,2.0,Positive,5961.0,9.0,22.0
3306.0,351,98,2025-06-19,2025-07-04,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,5962.0,413.0,1134.0
3307.0,351,11,2024-09-20,2024-10-08,4.0,Nội dung sâu sắc,Chưa bắt đầu,2.0,Positive,5963.0,9.0,16.0
3308.0,351,77,2025-07-23,2025-07-26,2.0,Nội dung yếu,Đã đọc xong,97.0,Negative,5964.0,672.0,1209.0
3309.0,351,31,2025-10-02,2025-10-07,2.0,Không như kỳ vọng,Đang đọc,47.0,Negative,5965.0,180.0,451.0
3310.0,351,34,2025-02-21,2025-03-23,1.0,Không hay lắm,Chưa bắt đầu,6.0,Negative,5966.0,49.0,120.0
3311.0,352,86,2025-12-11,2025-12-20,4.0,Đọc một lần là nhớ mãi,Đang đọc,49.0,Positive,5967.0,429.0,980.0
3312.0,352,38,2025-03-08,2025-03-24,4.0,Tuyệt vời,Chưa bắt đầu,0.0,Positive,5968.0,0.0,0.0
3313.0,352,41,2025-07-16,2025-07-28,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,5969.0,298.0,808.0
3314.0,352,98,2025-03-04,2025-03-17,5.0,Hay hơn mong đợi,Chưa bắt đầu,1.0,Positive,5970.0,4.0,6.0
3315.0,352,13,2024-02-02,2024-03-02,5.0,Tuyệt vời,Chưa bắt đầu,9.0,Positive,5971.0,41.0,72.0
3316.0,352,62,2025-10-20,2025-10-28,3.0,Đáng tham khảo,Đã đọc xong,96.0,Positive,5972.0,642.0,1259.0
3317.0,352,43,2024-08-05,2024-08-10,1.0,Ổn áp,Bỏ dở,15.0,Negative,5973.0,110.0,221.0
3318.0,352,20,2024-10-14,2024-11-11,4.0,Hay hơn mong đợi,Đã đọc xong,98.0,Positive,5974.0,780.0,1837.0
3319.0,352,28,2023-11-17,2023-11-25,5.0,Recommend cho mọi người,Đã đọc xong,97.0,Positive,5975.0,433.0,1133.0
3320.0,352,15,2024-11-27,2024-12-26,3.0,Đọc được,Bỏ dở,31.0,Neutral,5976.0,247.0,474.0
3321.0,352,56,2025-02-26,2025-03-06,5.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,5977.0,209.0,333.0
3322.0,352,51,2023-11-18,2023-11-21,5.0,Recommend cho mọi người,Đang đọc,34.0,Positive,5978.0,291.0,709.0
3323.0,352,40,2024-09-21,2024-10-09,1.0,Hơi chán,Bỏ dở,22.0,Negative,5979.0,92.0,191.0
3324.0,352,17,2024-08-17,2024-08-27,5.0,Rất hay,Đã đọc xong,99.0,Positive,5980.0,567.0,1345.0
3325.0,353,69,2025-12-21,2025-12-25,4.0,Đáng đọc,Đã đọc xong,100.0,Positive,5981.0,883.0,1713.0
3326.0,353,76,2025-12-23,2025-12-31,3.0,Tạm ổn,Chưa bắt đầu,8.0,Negative,5982.0,65.0,142.0
3327.0,353,12,2025-12-19,2025-12-31,5.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,5983.0,837.0,2358.0
3328.0,353,40,2025-12-10,2025-12-26,4.0,Tuyệt vời,Chưa bắt đầu,2.0,Positive,5984.0,8.0,16.0
3329.0,354,9,2025-11-11,2025-11-29,5.0,Đáng đọc,Chưa bắt đầu,2.0,Positive,5985.0,17.0,25.0
3330.0,354,56,2025-12-14,2025-12-26,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,100.0,Positive,5986.0,214.0,327.0
3331.0,354,93,2025-07-23,2025-08-06,4.0,Rất hay,Đang đọc,76.0,Positive,5987.0,410.0,822.0
3332.0,354,45,2025-04-12,2025-04-22,2.0,Hơi khó đọc,Bỏ dở,33.0,Negative,5988.0,203.0,484.0
3333.0,354,97,2025-07-28,2025-08-06,5.0,Tuyệt vời,Đã đọc xong,98.0,Positive,5989.0,320.0,490.0
3334.0,354,12,2025-10-18,2025-11-05,3.0,Tạm ổn,Bỏ dở,12.0,Positive,5990.0,101.0,262.0
3335.0,354,75,2025-10-26,2025-11-11,5.0,Nội dung sâu sắc,Chưa bắt đầu,7.0,Positive,5991.0,55.0,146.0
3336.0,354,86,2025-04-02,2025-04-29,5.0,Đọc một lần là nhớ mãi,Đang đọc,52.0,Positive,5992.0,456.0,909.0
3337.0,354,82,2025-12-07,2025-12-31,5.0,Rất hay,Đã đọc xong,99.0,Positive,5993.0,566.0,1177.0
3338.0,354,5,2025-07-08,2025-07-29,2.0,Không phù hợp với mình,Đang đọc,39.0,Negative,5994.0,133.0,396.0
3339.0,354,8,2025-04-06,2025-05-02,3.0,Có vài điểm hay,Chưa bắt đầu,10.0,Positive,5995.0,74.0,174.0
3340.0,354,22,2025-06-04,2025-07-03,2.0,Hơi khó đọc,Đã đọc xong,98.0,Negative,5996.0,637.0,1686.0
3341.0,355,12,2024-11-22,2024-12-19,5.0,Rất hay,Đã đọc xong,100.0,Positive,5997.0,846.0,1871.0
3342.0,355,75,2025-11-22,2025-12-13,5.0,Đáng đọc,Đã đọc xong,99.0,Positive,5998.0,790.0,1982.0
3343.0,355,57,2025-10-25,2025-11-23,4.0,Đáng đọc,Đang đọc,30.0,Positive,5999.0,250.0,585.0
3344.0,355,93,2024-12-26,2025-01-20,5.0,Tuyệt vời,Đã đọc xong,96.0,Positive,6000.0,518.0,1137.0
3345.0,355,98,2025-03-16,2025-04-11,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,0.0,Positive,6001.0,0.0,0.0
3346.0,355,62,2024-05-13,2024-06-04,4.0,Cực kỳ cuốn hút,Đã đọc xong,98.0,Positive,6002.0,655.0,1012.0
3347.0,355,6,2025-12-15,2025-12-31,1.0,Hơi chán,Bỏ dở,47.0,Negative,6003.0,388.0,974.0
3348.0,355,58,2023-12-21,2024-01-03,5.0,Rất hay,Đã đọc xong,100.0,Positive,6004.0,593.0,989.0
3349.0,355,56,2024-08-25,2024-09-21,4.0,Rất hay,Đang đọc,46.0,Positive,6005.0,98.0,293.0
3350.0,355,30,2025-12-30,2025-12-31,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,6006.0,331.0,590.0
3351.0,355,27,2024-09-13,2024-09-24,2.0,Ổn áp,Chưa bắt đầu,8.0,Negative,6007.0,60.0,110.0
3352.0,355,10,2025-07-06,2025-08-01,1.0,Không hay lắm,Bỏ dở,47.0,Negative,6008.0,314.0,799.0
3353.0,355,11,2023-01-23,2023-02-09,2.0,Không phù hợp với mình,Bỏ dở,12.0,Negative,6009.0,54.0,121.0
3354.0,356,56,2024-04-06,2024-04-29,5.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,6010.0,205.0,579.0
3355.0,356,88,2025-02-09,2025-03-02,1.0,Hơi khó đọc,Chưa bắt đầu,0.0,Negative,6011.0,0.0,0.0
3356.0,357,80,2025-03-19,2025-03-22,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,6012.0,532.0,1177.0
3357.0,357,98,2025-12-21,2025-12-28,1.0,Không phù hợp với mình,Đang đọc,39.0,Negative,6013.0,169.0,476.0
3358.0,357,90,2024-11-11,2024-11-14,1.0,Hơi chán,Đang đọc,54.0,Negative,6014.0,458.0,999.0
3359.0,357,20,2025-06-02,2025-06-09,4.0,Cực kỳ cuốn hút,Đang đọc,58.0,Positive,6015.0,461.0,1141.0
3360.0,357,89,2025-02-14,2025-03-15,3.0,Đọc được,Đã đọc xong,99.0,Positive,6016.0,201.0,439.0
3361.0,357,71,2025-09-27,2025-10-16,3.0,Đáng tham khảo,Bỏ dở,26.0,Positive,6017.0,225.0,550.0
3362.0,357,13,2024-07-16,2024-07-21,4.0,Đáng đọc,Đang đọc,20.0,Positive,6018.0,92.0,237.0
3363.0,358,17,2025-12-07,2025-12-11,1.0,Không như kỳ vọng,Đang đọc,73.0,Negative,6019.0,418.0,1018.0
3364.0,358,25,2025-08-26,2025-08-30,2.0,Không như kỳ vọng,Bỏ dở,16.0,Negative,6020.0,26.0,65.0
3365.0,358,68,2025-02-10,2025-02-21,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,6021.0,198.0,484.0
3366.0,358,59,2024-11-20,2024-12-13,5.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,6022.0,298.0,849.0
3367.0,358,58,2024-08-07,2024-08-15,4.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,6023.0,593.0,1154.0
3368.0,358,20,2025-06-02,2025-06-11,5.0,Đáng đọc,Đang đọc,21.0,Positive,6024.0,167.0,485.0
3369.0,358,2,2024-10-22,2024-11-01,1.0,Nội dung yếu,Đang đọc,35.0,Negative,6025.0,261.0,607.0
3370.0,359,81,2024-12-03,2024-12-13,2.0,Không hay lắm,Bỏ dở,46.0,Negative,6026.0,256.0,434.0
3371.0,359,66,2025-11-24,2025-12-06,4.0,Nội dung sâu sắc,Đã đọc xong,97.0,Positive,6027.0,235.0,367.0
3372.0,359,60,2025-05-03,2025-05-13,2.0,Hơi chán,Bỏ dở,32.0,Negative,6028.0,258.0,657.0
3373.0,359,99,2025-12-25,2025-12-31,3.0,Tạm ổn,Bỏ dở,22.0,Positive,6029.0,34.0,95.0
3374.0,360,37,2025-06-08,2025-06-17,4.0,Rất hay,Chưa bắt đầu,3.0,Positive,6030.0,17.0,35.0
3375.0,360,68,2025-11-23,2025-12-10,3.0,Có vài điểm hay,Bỏ dở,44.0,Negative,6031.0,90.0,214.0
3376.0,360,72,2025-06-03,2025-06-17,4.0,Cực kỳ cuốn hút,Đang đọc,56.0,Positive,6032.0,495.0,842.0
3377.0,360,20,2025-05-13,2025-05-24,3.0,Đáng tham khảo,Đã đọc xong,99.0,Positive,6033.0,788.0,1848.0
3378.0,360,17,2025-06-02,2025-06-05,4.0,Hay hơn mong đợi,Đã đọc xong,98.0,Positive,6034.0,561.0,1639.0
3379.0,360,48,2025-09-23,2025-10-14,3.0,Ổn,Đang đọc,32.0,Negative,6035.0,93.0,276.0
3380.0,360,94,2025-12-19,2025-12-31,3.0,Ổn,Bỏ dở,14.0,Neutral,6036.0,22.0,59.0
3381.0,360,75,2025-11-04,2025-11-24,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,6037.0,774.0,2165.0
3382.0,360,60,2025-08-11,2025-08-31,4.0,Hay hơn mong đợi,Đang đọc,65.0,Positive,6038.0,525.0,1268.0
3383.0,360,66,2025-08-04,2025-08-31,1.0,Không như kỳ vọng,Đang đọc,39.0,Negative,6039.0,94.0,176.0
3384.0,360,34,2025-06-14,2025-06-18,3.0,Tạm ổn,Đang đọc,75.0,Neutral,6040.0,620.0,1018.0
3385.0,360,69,2025-06-21,2025-07-13,5.0,Đáng đọc,Đang đọc,32.0,Positive,6041.0,282.0,488.0
3386.0,360,50,2025-06-02,2025-06-17,5.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,6042.0,320.0,622.0
3387.0,360,38,2025-10-15,2025-11-08,1.0,Hơi chán,Bỏ dở,30.0,Negative,6043.0,173.0,507.0
3388.0,360,54,2025-07-18,2025-08-13,1.0,Ổn áp,Bỏ dở,19.0,Negative,6044.0,147.0,381.0
3389.0,360,55,2025-09-22,2025-09-27,2.0,Không phù hợp với mình,Đã đọc xong,95.0,Negative,6045.0,611.0,1211.0
3390.0,361,77,2024-08-06,2024-08-14,3.0,Có vài điểm hay,Bỏ dở,47.0,Positive,6046.0,325.0,930.0
3391.0,361,68,2024-10-11,2024-11-02,2.0,Không hay lắm,Chưa bắt đầu,10.0,Negative,6047.0,20.0,45.0
3392.0,361,21,2024-03-29,2024-04-11,5.0,Hay hơn mong đợi,Chưa bắt đầu,0.0,Positive,6048.0,0.0,0.0
3393.0,361,6,2025-05-01,2025-05-23,5.0,Nội dung sâu sắc,Chưa bắt đầu,1.0,Positive,6049.0,8.0,18.0
3394.0,361,83,2025-03-06,2025-03-13,5.0,Rất hay,Chưa bắt đầu,9.0,Positive,6050.0,78.0,192.0
3395.0,361,86,2025-01-02,2025-01-17,1.0,Hơi chán,Đang đọc,76.0,Negative,6051.0,666.0,1472.0
3396.0,361,63,2024-12-22,2025-01-01,2.0,Hơi khó đọc,Bỏ dở,5.0,Negative,6052.0,19.0,40.0
3397.0,361,90,2025-11-18,2025-12-04,2.0,Ổn áp,Đang đọc,50.0,Negative,6053.0,424.0,1176.0
3398.0,361,49,2022-12-20,2023-01-01,5.0,Đáng đọc,Đã đọc xong,97.0,Positive,6054.0,762.0,1955.0
3399.0,361,93,2024-09-18,2024-09-28,2.0,Không phù hợp với mình,Chưa bắt đầu,10.0,Negative,6055.0,54.0,134.0
3400.0,361,57,2024-09-13,2024-10-13,1.0,Không phù hợp với mình,Đang đọc,20.0,Negative,6056.0,167.0,373.0
3401.0,362,86,2025-08-03,2025-08-08,1.0,Không hay lắm,Bỏ dở,47.0,Negative,6057.0,412.0,708.0
3402.0,362,23,2025-05-07,2025-06-05,3.0,Đọc được,Bỏ dở,42.0,Neutral,6058.0,247.0,589.0
3403.0,362,11,2025-11-10,2025-11-28,3.0,Tạm ổn,Đã đọc xong,98.0,Negative,6059.0,441.0,1197.0
3404.0,362,67,2025-04-13,2025-04-24,5.0,Rất hay,Chưa bắt đầu,4.0,Positive,6060.0,29.0,77.0
3405.0,362,48,2025-10-18,2025-11-03,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,100.0,Positive,6061.0,291.0,814.0
3406.0,362,9,2025-01-16,2025-01-29,4.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,0.0,Positive,6062.0,0.0,0.0
